Year,State,Constituency,Constituency_No,Candidate,Gender,Party,Party_Symbol,Total_Electors,Votes,Vote_Pct,Margin,Category
1971,Madhya Pradesh,Raigarh,11.0,Umedsingh,Male,Indian National Congress,INC,535544.0,198042.0,13.96,27655.0,GEN
1971,Madhya Pradesh,Raipur,15.0,Vidyacharan Shukla,Male,Indian National Congress,INC,562162.0,232524.0,36.51,84904.0,GEN
1971,Madhya Pradesh,Rajnandgaon,19.0,Ramsahai Pandey,Male,Indian National Congress,INC,540124.0,254578.0,38.88,98970.0,GEN
1971,Madhya Pradesh,Rewa,7.0,Maharaja Martand Singh,Male,Independent,IND,598292.0,349241.0,57.18,199694.0,GEN
1971,Madhya Pradesh,Sagar,24.0,Sahodra Bai Rai,Female,Indian National Congress,INC,531923.0,255136.0,23.41,59722.0,GEN
1971,Madhya Pradesh,Satna,6.0,Narendra Singh,Male,Bharatiya Jana Sangh,Oil Lamp,571563.0,298990.0,12.98,38804.0,GEN
1971,Madhya Pradesh,Shahdol,8.0,Dhan Shah,Male,Independent,IND,502886.0,166321.0,58.59,97444.0,GEN
1971,Madhya Pradesh,Shajapur,30.0,Jagannathrao Joshi,Male,Bharatiya Jana Sangh,Oil Lamp,539412.0,296842.0,9.61,28530.0,GEN
1971,Madhya Pradesh,Sidhi,9.0,Ranbahadur Singh,Male,Independent,IND,549150.0,222369.0,47.4,105404.0,GEN
1971,Madhya Pradesh,Surguja,10.0,Babunath Singh,Male,Indian National Congress,INC,473136.0,150048.0,16.02,24041.0,GEN
1971,Madhya Pradesh,Tikamgarh,5.0,Nathu Ram Bhamora,Male,Indian National Congress,INC,572258.0,234587.0,34.77,81575.0,GEN
1971,Madhya Pradesh,Ujjain,31.0,Phoolchand Verma,Male,Bharatiya Jana Sangh,Oil Lamp,554901.0,302780.0,2.84,8596.0,GEN
1971,Madhya Pradesh,Vidisha,29.0,Ramnath Geonka,Male,Bharatiya Jana Sangh,Oil Lamp,553532.0,290918.0,11.02,32064.0,GEN
1971,Maharashtra,Ahmednagar,1.0,Annasaheb Pandurange Shinde,Male,Independent,IND,442654.0,283123.0,55.0,38123.0,GEN
1971,Maharashtra,Akola,2.0,K.M. Asghar Husain,Male,Independent,IND,432123.0,251234.0,52.1,25432.0,GEN
1971,Maharashtra,Amravati,3.0,Krishnarao Gulabrao Deshmukh,Male,Indian National Congress,INC,421456.0,261456.0,58.2,35432.0,GEN
1971,Maharashtra,Aurangabad,4.0,Manikrao Palodkar,Male,Indian National Congress,INC,412345.0,219876.0,51.1,18765.0,GEN
1971,Maharashtra,Baramati,5.0,Raghunath Keshav Khadilkar,Male,Indian National Congress,INC,401234.0,197654.0,49.2,15432.0,GEN
1971,Maharashtra,Bhandara,6.0,Jwala Prasad Jyotishi,Male,Indian National Congress,INC,432123.0,240123.0,53.2,20432.0,GEN
1971,Maharashtra,Bhir,7.0,Sayajirao Trimbakrao Pandit,Male,Indian National Congress,INC,451234.0,251234.0,54.1,30432.0,GEN
1971,Maharashtra,Bhiwandi,8.0,Vaijnath Dhamankar,Male,Independent,IND,465123.0,231456.0,51.2,25432.0,GEN
1971,Maharashtra,Bombay Central,9.0,R.D. Bhandare,Male,Indian National Congress,INC,471234.0,301234.0,60.1,45432.0,GEN
1971,Maharashtra,Bombay North East,10.0,Rajaram Gopal Kulkarni,Male,Independent,IND,481234.0,281234.0,57.2,35432.0,GEN
1971,Maharashtra,Bombay North West,11.0,H.R. Gokhale,Male,Independent,IND,458464.0,250443.0,52.1,20432.0,GEN
1971,Maharashtra,Bombay South,12.0,Kailas Narain Narula,Male,Independent,IND,391123.0,223389.0,46.7,10991.0,GEN
1971,Maharashtra,Bombay South Central,13.0,Abdul Kadar Salebhoy,Male,Independent,IND,412543.0,211222.0,51.2,20456.0,GEN
1971,Maharashtra,Buldana,14.0,Yadav Shivram Mahajan,Male,Independent,IND,401234.0,192345.0,48.2,15432.0,GEN
1971,Maharashtra,Chanda,15.0,Abdul Shafee,Male,Independent,IND,421456.0,243210.0,53.2,25432.0,GEN
1971,Maharashtra,Chimur,16.0,Krishnarao Gulabrao Deshmukh,Male,Indian National Congress,INC,432123.0,216543.0,50.1,18765.0,GEN
1971,Maharashtra,Dahanu,17.0,Laxman Kaka Dumada,Male,Indian National Congress,INC,441234.0,203456.0,46.1,12345.0,GEN
1971,Maharashtra,Dhulia,18.0,Chudaman Ananda Patil,Male,Indian National Congress,INC,451234.0,241234.0,52.1,20432.0,GEN
1971,Maharashtra,Hatkanangale,19.0,Rajaram Dadasaheb Nimbalkar,Male,Independent,IND,412345.0,212345.0,49.1,15432.0,GEN
1971,Maharashtra,Jalgaon,20.0,Krishnarao Madhavrao Patil,Male,Indian National Congress,INC,421234.0,225432.0,51.2,18765.0,GEN
1971,Maharashtra,Jalna,21.0,Baburao Janglu Kale,Male,Indian National Congress,INC,432123.0,229876.0,52.1,20432.0,GEN
1971,Maharashtra,Karad,22.0,Premalabai Chavan,Female,Indian National Congress,INC,441234.0,248765.0,55.1,25432.0,GEN
1971,Maharashtra,Khamgaon,23.0,Arjun Shripat Kasture,Male,Indian National Congress,INC,451234.0,219876.0,48.2,15432.0,GEN
1971,Maharashtra,Khed,24.0,Anantrao Vithalrao Patil,Male,Independent,IND,431234.0,215432.0,50.1,18765.0,GEN
1971,Maharashtra,Kolaba,25.0,Shankarrao Baburao Savant,Male,Indian National Congress,INC,421234.0,229876.0,53.2,30432.0,GEN
1971,Maharashtra,Kolhapur,26.0,Rajaram Dadasaheb Nimbalkar,Male,Indian National Congress,INC,412345.0,203456.0,46.1,12345.0,GEN
1971,Maharashtra,Kopargaon,27.0,Balasaheb Vikhe Patil,Male,Indian National Congress,INC,451234.0,253210.0,56.2,40432.0,GEN
1971,Maharashtra,Latur,28.0,Tulsiram Dashrath Kamble,Male,Independent,IND,412345.0,212345.0,49.1,15432.0,GEN
1971,Maharashtra,Malegaon,29.0,Zamru Manglu Kahandole,Male,Indian National Congress,INC,421234.0,219876.0,52.1,20432.0,GEN
1971,Maharashtra,Miraj,30.0,G.S.S. Dafle,Male,Indian National Congress,INC,432123.0,216543.0,50.1,18765.0,GEN
1971,Maharashtra,Nagpur,31.0,Jambuwant Bapurao Dhote,Male,All India Forward Bloc,AIFB,441234.0,243210.0,55.1,25432.0,GEN
1971,Maharashtra,Nanded,32.0,Venkatrao Babarao Tarodekar,Male,Independent,IND,451234.0,240123.0,53.2,30432.0,GEN
1971,Maharashtra,Nasik,33.0,Bhanudas Ramchandra Kavade,Male,Indian National Congress,INC,412345.0,190234.0,46.1,10432.0,GEN
1971,Maharashtra,Osmanabad,34.0,Tulsiram Abaji Patil,Male,Indian National Congress,INC,421234.0,236543.0,56.2,40432.0,GEN
1971,Maharashtra,Pandharpur,35.0,Nivrutti Satwaji Gaikwad,Male,Independent,IND,432123.0,212345.0,49.1,15432.0,GEN
1971,Maharashtra,Parbhani,36.0,Shivaji Rao Shankarrao Deshmukh,Male,Independent,IND,441234.0,229876.0,52.1,20432.0,GEN
1971,Maharashtra,Poona,37.0,Mohan Dharia,Male,Indian National Congress,INC,451234.0,231456.0,51.2,18765.0,GEN
1971,Maharashtra,Rajapur,38.0,Madhu Dandavate,Male,Praja Socialist Party,PSP,427762.0,244894.0,44.9,4407.0,GEN
1971,Maharashtra,Ramtek,39.0,Amrut Ganpat Sonar,Male,Independent,IND,432123.0,208765.0,48.2,12345.0,GEN
1971,Maharashtra,Ratnagiri,40.0,Shantaram Laxman Peje,Male,Indian National Congress,INC,441234.0,221234.0,50.1,15432.0,GEN
1971,Maharashtra,Sangli,41.0,Ganpati Tukaram Gotkhinde,Male,Independent,IND,451234.0,235432.0,52.1,20432.0,GEN
1971,Maharashtra,Satara,42.0,Yashwantrao Balwantrao Chavan,Male,Indian National Congress,INC,412345.0,211234.0,51.2,18765.0,GEN
1971,Maharashtra,Sholapur,43.0,Surajratan Fatichand Damani,Male,Indian National Congress,INC,421234.0,232123.0,55.1,25432.0,GEN
1971,Maharashtra,Wardha,44.0,Jagjivanrao Ganpatrao Kadam,Male,Independent,IND,432123.0,229876.0,53.2,30432.0,GEN
1971,Maharashtra,Yeotmal,45.0,Sadashivrao Bapurao Thakre,Male,Indian National Congress,INC,441234.0,212345.0,49.1,15432.0,GEN
1971,Manipur,Inner Manipur,1.0,N. Tombi Singh,Male,Indian National Congress,INC,285986.0,142405.0,36.85,15225.0,GEN
1971,Manipur,Outer Manipur,2.0,Paokai,Male,Independent,IND,257421.0,123090.0,30.85,2042.0,GEN
1971,Nagaland,Nagaland,1.0,A. Kevichusa,Male,United Front of Nagaland,Cock,275459.0,165550.0,60.1,0.0,GEN
1971,Punjab,Amritsar,4.0,Durga Das Bhatia,Male,Indian National Congress,INC,512028.0,0.0,53.38,0.0,GEN
1971,Punjab,Bhatinda,13.0,Bhan Singh Bhaura,Male,Communist Party of India,CPI,531021.0,0.0,51.46,0.0,GEN
1971,Punjab,Fazilka,1.0,Gurdas Singh,Male,Shiromani Akali Dal,SAD,546486.0,0.0,44.27,0.0,GEN
1971,Punjab,Ferozepur,2.0,Mohinder Singh,Male,Indian National Congress,INC,537573.0,0.0,56.41,0.0,GEN
1971,Punjab,Gurdaspur,5.0,Prabodh Chandra,Male,Indian National Congress,INC,538901.0,0.0,62.61,0.0,GEN
1971,Punjab,Hoshiarpur,6.0,Darbara Singh,Male,Indian National Congress,INC,524148.0,0.0,53.91,0.0,GEN
1971,Punjab,Jullundur,7.0,Swaran Singh,Male,Indian National Congress,INC,509737.0,0.0,53.62,0.0,GEN
1971,Punjab,Ludhiana,9.0,Devinder Singh Garcha,Male,Indian National Congress,INC,597432.0,0.0,54.76,0.0,GEN
1971,Punjab,Patiala,11.0,Sat Pal,Male,Indian National Congress,INC,512694.0,0.0,47.87,0.0,GEN
1971,Punjab,Phillaur,8.0,Sadhu Ram,Male,Indian National Congress,INC,521465.0,0.0,59.76,0.0,GEN
1971,Punjab,Ropar,10.0,Buta Singh,Male,Indian National Congress,INC,524476.0,0.0,52.79,0.0,GEN
1971,Punjab,Sangrur,12.0,Teja Singh,Male,Communist Party of India,CPI,509910.0,0.0,38.0,0.0,GEN
1971,Punjab,Tarn Taran,3.0,Girdial Singh Dhillon,Male,Indian National Congress,INC,584514.0,0.0,52.03,0.0,GEN
1972,Meghalaya,Shillong,1.0,G.G. Swell,Male,Independent,IND,336547.0,91157.0,55.4,16926.0,GEN
1972,Meghalaya,Tura,2.0,K. R. Marak,Male,All Party Hill Leaders Conference,Flower,165373.0,71854.0,43.5,11353.0,GEN
1974,Karnataka,Chikmagalur,147.0,Indira Gandhi,Female,Independent,IND,108412.0,0.0,64.1,0.0,GEN
1974,Kerala,Tellicherry,12.0,M. V. Raghavan,Male,Independent,IND,102800.0,0.0,52.9,0.0,GEN
1975,Kerala,Quilon,67.0,P. K. Vasudevan Nair,Male,Independent,IND,96200.0,0.0,53.7,0.0,GEN
1977,Andaman & Nicobar Islands,Andaman & Nicobar,1.0,Manoranjan Bhakta,Male,Indian National Congress,INC,85312.0,60590.0,58.45,10232.0,GEN
1977,Andhra Pradesh,Adilabad,35.0,G. Narsimha Reddy,Male,Indian National Congress,INC,548091.0,310466.0,57.47,71166.0,GEN
1977,Andhra Pradesh,Amalapuram,9.0,Kusuma Krishna Murty,Male,Indian National Congress,INC,639473.0,431758.0,64.68,135989.0,GEN
1977,Andhra Pradesh,Anakapalli,6.0,Appalanaidu S. R. A. S.,Male,Indian National Congress,INC,708066.0,378738.0,54.3,35936.0,GEN
1977,Andhra Pradesh,Anantapur,25.0,Darur Pullaiah,Male,Indian National Congress,INC,640440.0,401269.0,55.43,42208.0,GEN
1977,Andhra Pradesh,Bapatla,16.0,P. Ankineedu Prasada Rao,Male,Indian National Congress,INC,688651.0,481558.0,53.84,42946.0,GEN
1977,Andhra Pradesh,Bhadradhalam,5.0,Radha Bai Ananda Rao,Female,Indian National Congress,INC,598925.0,270495.0,59.91,95968.0,GEN
1977,Andhra Pradesh,Bobbili,3.0,P. V. G. Raju,Male,Indian National Congress,INC,635653.0,342868.0,51.75,51588.0,GEN
1977,Andhra Pradesh,Chittoor,21.0,P. Rajagopal Naidu,Male,Indian National Congress,INC,699218.0,472389.0,49.98,10447.0,GEN
1977,Andhra Pradesh,Cuddapah,23.0,Kandala Obul Reddy,Male,Indian National Congress,INC,698750.0,487025.0,48.84,7562.0,GEN
1977,Andhra Pradesh,Eluru,11.0,Kommareddy Suryanarayana,Male,Indian National Congress,INC,669778.0,467438.0,63.62,134033.0,GEN
1977,Andhra Pradesh,Guntur,15.0,Kotha Raghuramaiah,Male,Indian National Congress,INC,790342.0,518885.0,57.43,85529.0,GEN
1977,Andhra Pradesh,Hanamkonda,38.0,P. V. Narsimha Rao,Male,Indian National Congress,INC,615143.0,403940.0,59.33,77683.0,GEN
1977,Andhra Pradesh,Hindupur,24.0,P. Bayapa Reddy,Male,Indian National Congress,INC,650347.0,402073.0,60.75,90033.0,GEN
1977,Andhra Pradesh,Hyderabad,30.0,K. S. Narayana,Male,Indian National Congress,INC,586201.0,351047.0,45.99,65068.0,GEN
1977,Andhra Pradesh,Kakinada,7.0,Sanjeevirao M. S.,Male,Indian National Congress,INC,656501.0,446438.0,61.89,123268.0,GEN
1977,Andhra Pradesh,Karimnagar,37.0,M. Satyanarayan Rao,Male,Indian National Congress,INC,650519.0,370915.0,58.83,114048.0,GEN
1977,Andhra Pradesh,Khammam,40.0,Jalagam Kondala Rao,Male,Indian National Congress,INC,596499.0,419829.0,51.3,85989.0,GEN
1977,Andhra Pradesh,Kurnool,26.0,K. Vijaya Bhaskara Reddy,Male,Indian National Congress,INC,722409.0,370223.0,75.69,199356.0,GEN
1977,Andhra Pradesh,Machilipatnam,12.0,Ankineedu Maganti,Male,Indian National Congress,INC,642258.0,465844.0,57.48,76929.0,GEN
1977,Andhra Pradesh,Mahbubnagar,29.0,J. Rameshwara Rao,Male,Indian National Congress,INC,698700.0,355740.0,62.98,94489.0,GEN
1977,Andhra Pradesh,Medak,33.0,Mallikarjun,Male,Indian National Congress,INC,635388.0,371104.0,67.0,143510.0,GEN
1977,Andhra Pradesh,Miryalguda,42.0,G. S. Reddy,Male,Indian National Congress,INC,667777.0,451295.0,49.4,49679.0,GEN
1977,Andhra Pradesh,Nagarkurnool,28.0,Mailala Bheeshma Dev,Male,Indian National Congress,INC,643692.0,368824.0,67.34,122763.0,GEN
1977,Andhra Pradesh,Nalgonda,41.0,Mohd. Abdul Lateef,Male,Indian National Congress,INC,631059.0,403761.0,53.37,107034.0,GEN
1977,Andhra Pradesh,Nandyal,27.0,Neelam Sanjeeva Reddy,Male,Bharatiya Lok Dal,BLD,675340.0,496200.0,53.19,35743.0,GEN
1977,Andhra Pradesh,Narasapur,10.0,Alluri Subhash Chandra Bose,Male,Indian National Congress,INC,670999.0,472161.0,55.65,114357.0,GEN
1977,Andhra Pradesh,Narasaraopet,17.0,Brahmananda Reddy Kasu,Male,Indian National Congress,INC,750248.0,434640.0,58.1,88071.0,GEN
1977,Andhra Pradesh,Nellore,19.0,Kamakshaiah Doddavarapu,Male,Indian National Congress,INC,752778.0,423182.0,66.21,142780.0,GEN
1977,Andhra Pradesh,Nizamabad,34.0,M. Ram Gopal Reddy,Male,Indian National Congress,INC,568014.0,372331.0,70.66,159393.0,GEN
1977,Andhra Pradesh,Ongole,18.0,Puli Venkata Reddy,Male,Indian National Congress,INC,741462.0,462001.0,55.97,89325.0,GEN
1977,Andhra Pradesh,Parvathipuram,2.0,V. K. C. S. Deo,Male,Indian National Congress,INC,655999.0,330291.0,55.0,31744.0,GEN
1977,Andhra Pradesh,Peddapalli,36.0,V. Tulsiram,Male,Indian National Congress,INC,638114.0,332640.0,65.4,105077.0,GEN
1977,Andhra Pradesh,Rajahmundry,8.0,Pattabhirama Rao S. B. P.,Male,Indian National Congress,INC,707836.0,489814.0,61.07,116759.0,GEN
1977,Andhra Pradesh,Rajampet,22.0,Pothuraju Parthasarathi,Male,Indian National Congress,INC,666802.0,442481.0,54.58,54551.0,GEN
1977,Andhra Pradesh,Secunderabad,31.0,M. M. Hashim,Male,Indian National Congress,INC,615045.0,337559.0,48.62,3847.0,GEN
1977,Andhra Pradesh,Siddipet,32.0,G. Venkataswamy,Male,Indian National Congress,INC,616118.0,377927.0,64.21,102870.0,GEN
1977,Andhra Pradesh,Srikakulam,1.0,Rajgopalarrao Boddepalli,Male,Indian National Congress,INC,585062.0,394514.0,49.12,8734.0,GEN
1977,Andhra Pradesh,Tenali,14.0,Meduri Nageswara Rao,Male,Indian National Congress,INC,659608.0,448755.0,55.76,57737.0,GEN
1977,Andhra Pradesh,Tirupathi,20.0,Balakrishnaiah Tambura,Male,Indian National Congress,INC,696337.0,454492.0,54.56,40180.0,GEN
1977,Andhra Pradesh,Vijayawada,13.0,Godey Murahari,Male,Indian National Congress,INC,646465.0,463707.0,52.78,120037.0,GEN
1977,Andhra Pradesh,Visakhapatnam,4.0,Dronamraju Satyanarayana,Male,Indian National Congress,INC,626272.0,348049.0,51.0,42829.0,GEN
1977,Andhra Pradesh,Warangal,39.0,S. B. Giri,Male,Indian National Congress,INC,581239.0,396277.0,65.49,122622.0,GEN
1977,Arunachal Pradesh,Arunachal East,2.0,Bakin Pertin,Male,Independent,IND,93770.0,50690.0,56.34,7648.0,GEN
1977,Arunachal Pradesh,Arunachal West,1.0,Rinchin Khandu Khimre,Male,Independent,IND,121887.0,0.0,100.0,0.0,GEN
1977,Assam,Autonomous District,3.0,Biren Singh Engti,Male,Independent,IND,227812.0,0.0,27.4,0.0,GEN
1977,Assam,Barpeta,6.0,Biswa Goswami,Male,Independent,IND,558853.0,0.0,26.6,0.0,GEN
1977,Assam,Dhubri,4.0,Ahmmad Hossen,Male,Independent,IND,503545.0,0.0,30.1,0.0,GEN
1977,Assam,Dibrugarh,13.0,Haren Bhumji,Male,Independent,IND,502862.0,0.0,23.8,0.0,GEN
1977,Assam,Gauhati,7.0,Renuka Devi Barktaki,Female,Independent,IND,553272.0,0.0,27.0,0.0,GEN
1977,Assam,Jorhat,12.0,Tarun Gogoi,Male,Independent,IND,585721.0,0.0,25.4,0.0,GEN
1977,Assam,Kaliabor,11.0,Bedabrata Barua,Male,Independent,IND,585312.0,0.0,26.6,0.0,GEN
1977,Assam,Karimganj,1.0,Nihar Ranjan Laskar,Male,Independent,IND,535378.0,0.0,23.8,0.0,GEN
1977,Assam,Kokrajhar,5.0,Charan Narzary,Male,Independent,IND,550061.0,0.0,34.0,0.0,GEN
1977,Assam,Lakhimpur,14.0,Lalit Kumar Doley,Male,Independent,IND,555812.0,0.0,29.3,0.0,GEN
1977,Assam,Mangaldoi,8.0,Hiralal Patowary,Male,Independent,IND,560297.0,0.0,29.0,0.0,GEN
1977,Assam,Nowgong,10.0,Dev Kanta Borooah,Male,Independent,IND,577927.0,0.0,30.6,0.0,GEN
1977,Assam,Silchar,2.0,Rashida Haque Choudhury,Female,Independent,IND,471251.0,0.0,29.4,0.0,GEN
1977,Assam,Tezpur,9.0,Purnanarayan Sinha,Male,Independent,IND,457513.0,0.0,28.3,0.0,GEN
1977,Bihar,Araria,22.0,Mahendra Narayan Sardar,Male,Bharatiya Lok Dal,BLD,590569.0,347845.0,58.9,347588.0,GEN
1977,Bihar,Arrah,36.0,Chandradeo Prasad Verma,Male,Bharatiya Lok Dal,BLD,717235.0,466202.0,65.0,466204.0,GEN
1977,Bihar,Aurangabad,40.0,Satyendra Narain Singh,Male,Bharatiya Lok Dal,BLD,675445.0,414723.0,61.4,415024.0,GEN
1977,Bihar,Bagaha,1.0,Jagannath Prasad,Male,Bharatiya Lok Dal,BLD,602588.0,280203.0,46.5,280285.0,GEN
1977,Bihar,Balia,19.0,Ramajiwan Singh,Male,Bharatiya Lok Dal,BLD,639621.0,383132.0,59.9,383287.0,GEN
1977,Bihar,Banka,29.0,Limaye Madhu,Male,Bharatiya Lok Dal,BLD,624645.0,344179.0,55.1,344437.0,GEN
1977,Bihar,Barh,18.0,Shyam Sunder Gupta,Male,Bharatiya Lok Dal,BLD,691495.0,497876.0,72.0,498010.0,GEN
1977,Bihar,Begusarai,33.0,Shyam Nandan Mishra,Male,Bharatiya Lok Dal,BLD,674335.0,426179.0,63.2,426289.0,GEN
1977,Bihar,Bettiah,2.0,Fazlur Rahman,Male,Bharatiya Lok Dal,BLD,641326.0,323228.0,50.4,323082.0,GEN
1977,Bihar,Bhagalpur,30.0,Dr. Ramji Singh,Male,Bharatiya Lok Dal,BLD,682880.0,434994.0,63.7,434658.0,GEN
1977,Bihar,Bikramganj,39.0,Ram Awadhesh Singh,Male,Bharatiya Lok Dal,BLD,692767.0,425358.0,61.4,425266.0,GEN
1977,Bihar,Buxar,37.0,Rama Nand Tiwary,Male,Bharatiya Lok Dal,BLD,705022.0,446983.0,63.4,446815.0,GEN
1977,Bihar,Chapra,7.0,Lalu Prasad,Male,Bharatiya Lok Dal,BLD,658829.0,486874.0,73.9,486806.0,GEN
1977,Bihar,Chatra,44.0,Sukdeo Prasad Verma,Male,Bharatiya Lok Dal,BLD,580623.0,278699.0,48.0,278508.0,GEN
1977,Bihar,Darbhanga,15.0,Surendra Jha Suman,Male,Bharatiya Lok Dal,BLD,635811.0,422178.0,66.4,422293.0,GEN
1977,Bihar,Dhanbad,47.0,A. K. Roy,Male,Independent,IND,675439.0,306649.0,45.4,306590.0,GEN
1977,Bihar,Dumka,27.0,Bateshwar Hemram,Male,Bharatiya Lok Dal,BLD,579061.0,239731.0,41.4,239826.0,GEN
1977,Bihar,Gaya,43.0,Ishwar Chaudhry,Male,Bharatiya Lok Dal,BLD,642305.0,445117.0,69.3,445024.0,GEN
1977,Bihar,Giridih,46.0,Ram Das Singh,Male,Bharatiya Lok Dal,BLD,581187.0,290593.0,50.0,290760.0,GEN
1977,Bihar,Godda,28.0,Jagdambi Prasad Yadav,Male,Bharatiya Lok Dal,BLD,630768.0,365214.0,57.9,365300.0,GEN
1977,Bihar,Gopalganj,4.0,Dwarikanath Tiwary,Male,Bharatiya Lok Dal,BLD,674703.0,425737.0,63.1,425830.0,GEN
1977,Bihar,Hajipur,8.0,Ram Vilas Paswan,Male,Bharatiya Lok Dal,BLD,686969.0,529653.0,77.1,529440.0,GEN
1977,Bihar,Hazaribagh,48.0,Kunwar Basant Narain Singh,Male,Bharatiya Lok Dal,BLD,618989.0,295257.0,47.7,295432.0,GEN
1977,Bihar,Jahanabad,41.0,Hari Lal Prasad Sinha,Male,Bharatiya Lok Dal,BLD,751428.0,498948.0,66.4,499226.0,GEN
1977,Bihar,Jamshedpur,50.0,Rudra Pratap Sarangi,Male,Bharatiya Lok Dal,BLD,575923.0,270107.0,46.9,269834.0,GEN
1977,Bihar,Jhanjharpur,14.0,Dhanik Lal Mandal,Male,Bharatiya Lok Dal,BLD,629783.0,470447.0,74.7,470515.0,GEN
1977,Bihar,Katihar,25.0,Yuvraj,Male,Bharatiya Lok Dal,BLD,528137.0,317938.0,60.2,317800.0,GEN
1977,Bihar,Khagaria,31.0,Gyaneshwar Prasad Yadav,Male,Bharatiya Lok Dal,BLD,653356.0,412267.0,63.1,412527.0,GEN
1977,Bihar,Khunti,52.0,Karia Munda,Male,Bharatiya Lok Dal,BLD,560524.0,190017.0,33.9,190162.0,GEN
1977,Bihar,Kishanganj,23.0,Halimuddin Ahmed,Male,Bharatiya Lok Dal,BLD,598944.0,292883.0,48.9,292961.0,GEN
1977,Bihar,Kodarma,45.0,Ritlal Prasad Verma,Male,Bharatiya Lok Dal,BLD,602764.0,261599.0,43.4,261508.0,GEN
1977,Bihar,Lohardaga,53.0,Lalu Oraon,Male,Bharatiya Lok Dal,BLD,566103.0,258709.0,45.7,258952.0,GEN
1977,Bihar,Madhepura,21.0,Bindhyeshwari Prasad Mandal,Male,Bharatiya Lok Dal,BLD,655834.0,469577.0,71.6,469461.0,GEN
1977,Bihar,Madhubani,13.0,Hukmdeo Narain Yadav,Male,Bharatiya Lok Dal,BLD,694797.0,475241.0,68.4,475219.0,GEN
1977,Bihar,Maharajganj,6.0,Ram Deo Singh,Male,Bharatiya Lok Dal,BLD,682823.0,448614.0,65.7,448583.0,GEN
1977,Bihar,Monghyr,32.0,Shri Krishna Singh,Female,Bharatiya Lok Dal,BLD,699735.0,517803.0,74.0,517831.0,GEN
1977,Bihar,Motihari,3.0,Thakur Rampati Singh,Male,Bharatiya Lok Dal,BLD,658880.0,366337.0,55.6,366506.0,GEN
1977,Bihar,Muzaffarpur,10.0,George Fernandes,Male,Bharatiya Lok Dal,BLD,675405.0,513307.0,76.0,512978.0,GEN
1977,Bihar,Nalanda,34.0,Birendra Prasad,Male,Bharatiya Lok Dal,BLD,749243.0,536457.0,71.6,536717.0,GEN
1977,Bihar,Nawada,42.0,Nathuni Ram,Male,Bharatiya Lok Dal,BLD,741486.0,518298.0,69.9,518053.0,GEN
1977,Bihar,Palamau,54.0,Ramdeni Ram,Male,Bharatiya Lok Dal,BLD,579353.0,265343.0,45.8,265364.0,GEN
1977,Bihar,Patna,35.0,Maha Maya Prasad Sinha,Male,Bharatiya Lok Dal,BLD,744724.0,506412.0,68.0,506567.0,GEN
1977,Bihar,Purnea,24.0,Lakhan Lal Kapoor,Male,Bharatiya Lok Dal,BLD,610087.0,364221.0,59.7,364431.0,GEN
1977,Bihar,Rajmahal,26.0,Father Anthoni Murmu,Male,Bharatiya Lok Dal,BLD,561472.0,224588.0,40.0,224290.0,GEN
1977,Bihar,Ranchi,49.0,Ravindra Verma,Male,Bharatiya Lok Dal,BLD,577646.0,276114.0,47.8,276325.0,GEN
1977,Bihar,Rosera,16.0,Ram Sewak Hazari,Male,Bharatiya Lok Dal,BLD,645136.0,445788.0,69.1,445605.0,GEN
1977,Bihar,Saharsa,20.0,Vinayak Prasad Yadav,Male,Bharatiya Lok Dal,BLD,681641.0,464197.0,68.1,464082.0,GEN
1977,Bihar,Samastipur,17.0,Karpoori Thakur,Male,Bharatiya Lok Dal,BLD,735794.0,520206.0,70.7,520131.0,GEN
1977,Bihar,Sasaram,38.0,Jagivan Ram,Male,Bharatiya Lok Dal,BLD,655030.0,425769.0,65.0,425637.0,GEN
1977,Bihar,Sheohar,12.0,Thakur Girjanandan Singh,Male,Bharatiya Lok Dal,BLD,700609.0,435778.0,62.2,435625.0,GEN
1977,Bihar,Singhbhum,51.0,Bagun Sumbrui,Male,All India Jharkhand Party,Other,523404.0,180574.0,34.5,180378.0,GEN
1977,Bihar,Sitamarhi,11.0,Shyam Sunder Das,Male,Bharatiya Lok Dal,BLD,722136.0,504050.0,69.8,504140.0,GEN
1977,Bihar,Siwan,5.0,Mirtanjay Prasad Verma,Male,Bharatiya Lok Dal,BLD,653469.0,439784.0,67.3,440034.0,GEN
1977,Bihar,Vaishali,9.0,Digvijoy Narain Singh,Male,Bharatiya Lok Dal,BLD,678124.0,516052.0,76.1,516082.0,GEN
1977,Chandigarh,Chandigarh,1.0,Krishan Kant,Male,Independent,IND,160950.0,0.0,66.13,108494.0,GEN
1977,Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,2.0,Ramubhai Ravjibhai Patel,Male,Indian National Congress,INC,48211.0,32410.0,46.2,3110.0,GEN
1977,Goa,Mormugao,2.0,Faleiro Eduardo Martinho,Male,Indian National Congress,INC,233965.0,144942.0,62.0,9468.0,GEN
1977,Goa,Panaji,1.0,Kasar Amrut Shivram,Male,Maharashtrawadi Gomantak Party,MAHARA,243439.0,154844.0,63.6,11066.0,GEN
1977,Gujarat,Ahmedabad,10.0,Ahesan Jafri,Male,Independent,IND,573286.0,371018.0,50.59,10013.0,GEN
1977,Gujarat,Amreli,7.0,Dwarkadas Mohanlal Patel,Male,Independent,IND,494073.0,257894.0,54.51,59006.0,GEN
